Codigo-N;DIRECCION;ACTIVIDAD - Nombre Sede Nuevo;Ambito;TELEFONO Principal;Respaldo Movil / NGN/ RDSI Local;POBLACION;PROVINCIA;NIF;DISTRITO POSTAL;DISTRITO TARIFICACION;TIPO CONEXIÓN;SERVICIOS Prestados;ESTADO julio 2018;CRITICIDAD;Horario Servicio;Contacto Centro Fijo;Conatcto Centro Móvil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0474;C/ Castillo de Capua, 10;Escuela Taller de Restauracion Plaza;Admon.;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0500;Paseo Maria Agustin, 16;Edif. Maria Agustin 16 (ant. Gerencia Salud);Admon.;976715279;;;Zaragoza;LS5011001D;50004;5019;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0505;Avda. San Gregorio, 30;Hospital Royo Villanova;Salud;976466910;876767000;;Zaragoza;LS5011001D;50015;5019;;L, V, D;activo;ESTANDAR;24x7;;"620205944 / 717402 Resp. Mant.; 606150515 / 717444 Jefe Mant.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0507;C/ Ramón Salanova, 1;Banco de Sangre y Tejidos de Aragón;Salud;976764300;976348637 RDSI Local;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0509;Avda. Alcalde Caballero, 196;CME Grande Covian;Salud;976472370;876767200;;Zaragoza;;50014;;;L, V, D;activo;ESTANDAR;12X5;976189560 RDSI local;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0515;Avda. San Juan Bosco, 15;Hospital Clinico Universitario;Salud;976556400;976696250;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0522;C/ Eugenio Lucas, 31;Centro Salud Parque Goya;Salud;876767100;976547859;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0523;Avda. Ranillas, 101;INAEM Direccion Provincial ZA - Inst. A. Agua;Admon.;976714336;;;Zaragoza;;50018;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0524;C/ Ventana Indiscreta, 1;Centro Salud Valdespartera;Salud;876765110;976939051;;Zaragoza;;50019;;;L, V, D;activo;ESTANDAR;12x5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0525;Plaza Reboleria, 16;Centro Salud Reboleria;Salud;976398415;976397926;;Zaragoza;;50002;;;L, V, D;activo;ESTANDAR;12x6;;649487509 / 710086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0526;C/ Batalla de Almansa, 17;Centro Salud Almozara;Salud;876765120;;;Zaragoza;;50014;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0527;C/ Cineasta Carlos Saura, 20;Centro Salud Actur Norte;Salud;976521562;976547892;;Zaragoza;;50018;;;L, V, D;activo;ESTANDAR;12x5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0529;Avda. Pablo Ruiz Picasso, 63 C 3ª Planta;AST Oficinas Centrales;Admon.;976714495;;;Zaragoza;;50018;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0530;Avda. San Juan Bosco, 13;Instituto Aragones Ciencias de la Salud;Salud;976715895;;;Zaragoza;;50009;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0531;C/ Bernardino Ramazzini, 5;ISSLA - Inst. Aragones de Estadística;Admon.;976713170;;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0534;Pol. El Greco, C/ Argualas, nave 9 y 11;Almacen General Hosp. M. Servet;Salud;??;;;Zaragoza;;;;;;inactivo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0535;Paseo Isabel la Catolica, 1;Hospital Miguel Servet;Salud;976765500;976696244;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0536;C/ Domingo Miral, s/n;Centro Salud Fernando El Católico;Salud;976565994;976791690;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0539;C/ Emilia Pardo Bazán, 9;Centro Salud Actur Oeste;Salud;976547499;976547841;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0540;C/ Andador Aragüés del Puerto, s/n;Centro Salud Arrabal;Salud;976731500;976547839;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0541;C/ San Juan de la Peña, 133;Centro Salud Picarral-Zalfonada;Salud;976798680;976547843;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0542;C/ Alameda, s/n;Centro Salud Santa Isabel;Salud;976572102;976582021;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0543;Paseo Colon, 4;Centro Salud Canal Imperial-Venecia;Salud;976258333;976372917;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x6;;"649938679 / 710081; 680559633 / 711012";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0544;C/ Viñedo Viejo, 10;Centro Salud Casablanca;Salud;976569200;976308465;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0545;C/ Luis Aula, s/n;CME San Jose;Salud;976416780;976481887;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0546;Vía Iberica, 1;Hospital Militar (Externo);Externo;;;;Zaragoza;;;;;bien;activo;ESTANDAR;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0548;C/ Doctor Iranzo, 69;Centro Salud Las Fuentes Norte;Salud;976290330;976298462;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x7;;629494868 / 710100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0549;Paseo Sagasta, 52;Centro Salud Sagasta-Miraflores;Salud;976258016 / 976258061 Privado;976256476;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0550;C/ Santuario Cabañas, 16;Centro Salud San Jose Centro-Norte;Salud;976594157;976411543;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x6;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0551;C/ Aguadores, 7;Centro Salud San Pablo;Salud;976469106;976447671;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x6;;619037967 / 710048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0552;C/ Condes de Aragon, 30;Centro Salud Seminario-Romareda;Salud;976458222;976757331;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x6;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0553;C/ Petunia, 2;Centro Salud Torre Ramona;Salud;976591128;976418036;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x6;;629494858 / 710099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0554;C/ Soleiman, 11;Centro Salud Torrero-La Paz;Salud;976253100;976377824;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x6;;649938675 / 710080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0556;C/ Ramiro I, s/n;Centro Salud Bombarda;Salud;976318060;976533420;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0557;Ctra. Madrid, 46;CME Inocencio Jimenez;Salud;976344000;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0558;C/ Santa Orosia, 46;Centro Salud Delicias Norte;Salud;976342828;976345373;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x6;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0559;C/ Manuel Dronda, 1;Centro Salud Delicias Sur;Salud;976556000;976402888;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x6;;630864611 / 710306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0560;C/ San Alberto Magno, s/n;Centro Salud Oliver;Salud;976346359;976532015;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x6;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0561;C/ Mosen Andrés Vicente, 42;Centro Salud Universitas;Salud;976324195;976328185;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;24x7;;619741667 / 710020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0562;C/ Orión, 1;Centro Salud Valdefierro;Salud;976334091;976531631;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x6;;619423313 / 710013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0650;Ronda Ibon de Plan, s/n;Centro Salud Miralbueno-Garrapinillos;Salud;976300994;876263664;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x6;;629325539 / 710025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0664;Paseo Sagasta, 52;Sagasta - Unidad Docente;Salud;;;;Zaragoza;;;;;;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0666;Avda. Jota, 42;Centro Salud la Jota;Salud;976474210;976189260;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0669;C/ Gertrudis Gomez de Avellanda, 3;Centro Salud Actur Sur;Salud;976732443;976547840;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0670;Urb. Parque de Roma Bl. A, 6 Local;Centro Salud Parque Roma;Salud;976403600;976534938;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x6;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0671;Paseo Maria Agustin, 12-14;CME Ramon y Cajal;Salud;976696201;976447610;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0673;C/ Molinos, 150;Almacén en Logistica Sector I;Salud;976106312;;;Zaragoza;;;;;L, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0674;Paseo María Agustín, 16 (entrada por C/ Albareda);UME 061 - Pº Maria Agustin 16;Salud;??;;;Zaragoza;;;;;L, D;inactivo;ESTANDAR;12X5;David Añon - 514064;"636741285 / 710522 Coordinador Z1; 630189495 / 710514 Coordinador Z2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0678;Avda. Navarra, 78 ;Nuevo Edificio 061;Salud;976715700;976309100;;Zaragoza;;;;;L, V, D;activo;CRITICO;24x7;David Añon - 514064;609988223 / 710156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0680;Avda. Navarra, 78 ;Nuevo Edificio CME Inocencio Jimenez;Salud;976344000;976312220;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0681;Avda. de la Autonomia, s/n;Centro Salud Almozara / Nuevo;Salud;976431533;976447527;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12x6;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0682;C/ Celsa, 13, Poligono Plaza;Nave de Empresa Severiano Servicio Movil;Salud;876768098;;;Zaragoza;;;;;D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0683;C/ Isla de Ischia, 2-4 baja;Nave Almacen Salud;Salud;976696280;;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0800;Plaza de la Convivencia, 2;Gerencia Salud - Edif. Esquinas Psiq.;Salud;876764000;976538306;;Zaragoza;LS5011001D;50017;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1004;C/ Cardenal Cisneros, 9, bajos;Hogar 3ª Edad Las Fuentes;Admon.;976421895;638894787 / 749082;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1007;C/ Boterón, 2;Hogar 3ª Edad Boterón;Admon.;976299662;638894644 / 749083;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1010;C/ Juan Pablo Bonet, 7;Patrimonio Mundial Aragones y Fundacion Goya;Admon.;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1011;C/ Andrés Vicente, s/n -50017 (Parque Delicias);Hogar / Centro de Dia Delicias;Admon.;976488602;606943908 / 749099;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1012;C/ Violante de Hungría, 21;Residencia 3ª Edad Romareda;Admon.;976558734;626141857 / 749111;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;24x7;;650585524 / 770046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1013;C/ El Greco, 4, Polígono Argualas;Almacén Central de Publicaciones;Admon.;;;;Zaragoza;;;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1014;C/ Profesor Tierno Galván, 36;Residencia Menores Cesaraugusta;Admon.;976272182;;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;24x7;;649972625 / 771820 Director;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1015;C/ Monasterio de Samos, s/n (Antiguo Matadero);Centro de Artesania de Aragon;Admon.;976796581;618593036 / 749057;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1016;C/ San Blas, 20;Hogar 3ª Edad San Blas;Admon.;976436219;638894499 / 749087;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017;Polígono Cogullada, s/n;Matadero Mercazaragoza,S.A.;Admon.;976464180 / NO AMT;;;Zaragoza;;;;SDWAN;D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1018;Plaza San Bruno, 12;Consultorio Cartuja;Salud;976500925 / No AMT;;;Zaragoza;;;;;D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1021;C/ Valle de Broto, s/n;Hogar Balsas de Ebro;Admon.;976512055;;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1022;Camino de Juslibol, 61;Hogar de Personas Mayores de Picarral;Admon.;976506884;638895108 / 749075;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1023;Emilio Castellar, s/n ;"Centro Internamiento Menores ""San Jorge"" (Juslibol)";Admon.;976409560;606512560 / 749102;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1025;C/ Violante de Hungría, 21;Vivienda Residencia Romareda;Admon.;;;;Zaragoza;;;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1026;C/ Torre Santa Engracia, s/n;Residencia 3ª Edad Movera;Admon.;;;;Zaragoza;;;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1035;Avda. Academia General Militar;Centro de Att Minusvalidos  Psigicos (C.A.M.P. Zaragoza);Admon.;976524333;606028389 / 749105;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1036;Plaza de la Inmaculada Concepción, s/n;Hogar de Personas Mayores de Valdefierro;Admon.;976752744;638667679 / 749077;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1063;C/ Castellote, 3;Asesoria de Convivencia;Admon.;976345388;;;Zaragoza;;;;;L;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1064;C/ Ramón Arribas Sánchez, 4;Centro de Día Luís Aula;Admon.;976598359;;;Zaragoza;;;;;No Servicios;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1066;C/ Pedro Villacampa, 22-24;Residencia Villacampa;Admon.;;;;Zaragoza;;;;;bien;inactivo;ESTANDAR;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1069;C/ Porvenir, 14;Residencia Salduba;Admon.;No Publico 976373081;;;Zaragoza;;;;;L, V, D??;activo;ESTANDAR;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1070;Avda. Pablo Ruiz Picasso 63 A, 3º Planta Oficina G-H;Parque Empresarial Expo Zaragoza;Admon.;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1072;edif. de Camino de la Almozara, s/n;Centro de Medicina del Deporte;Admon.;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1075;Poligono Malpica C/ A;Universidad Laboral;Admon.;976572056 / Archivo;;;Zaragoza;;;;;L, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1076;Portazgo de San Lamberto , nave 105;Museo de Zaragoza / Almacen;Admon.;976783302;;;Zaragoza;;;;;L;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1077;C/ Marina Española, 2;Residencia Medina Albaida;Admon.;No Publico 976274786;;;Zaragoza;;;;;L, D??;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1078;C/ Predicadores, 56-60;Aulas de  Mayores del IASS;Admon.;976435516;;;Zaragoza;;;;;L, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116;C/ Maria Moliner, 34 ( Plaza Angel Sanz Briz, 10);Carnet Familiar;Admon.;902480400??;;;Zaragoza;;;;;L;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1121;C/ Roger de Flor, 4;Hogar de Personas Mayores validas;Admon.;976321912;;;Zaragoza;;;;;L;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1124;C/ Mariano Barbasan,11;Instittuto Aragones de la Mujer (dependiente de);Admon.;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1126;C/ Jarque del Moncayo, s/n;Centro de Medicina del Deporte;Admon.;976791000;608627096 / 749056;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1128;C/ Corona de Aragón nº 42;Sindicatos Enseñanza;Admon.;976351767;;;Zaragoza;;;;;L;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1129;Avda. Pablo Ruiz Picasso, 65;Dirección General de Educación;Admon.;976716400;;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1130;C/ Royo Villanova, 1;Oficina Empleo Parque de la Memoria-Zaragoza;Admon.;976251685;619808499 / 749015;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1131;Avda. Pablo Ruiz Picasso, 63 B, 3ª Planta;INAGA Zaragoza (Expo);Admon.;976716640;;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1132;Avda. Pablo Ruiz Picasso, 63 C 2ª Planta;Dirección General de Urbanismo (Expo);Admon.;976714532;;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1134;EXPO;Comisaria Policia Autonomica;Admon.;976486464;;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1138;C/ Gabriel Garcia Marquez, 20. Puerta 1. Planta Baja;Edificio Visitantes Expo;Admon.;976529440;;;Zaragoza;;;;;L, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1142;C/ Convertidos, S/N;Dependeicias IASS;Admon.;976716229;¿¿¿supervivencia???;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;C/ Gran Vía, 11 (Bajos);Fundación Goya en Aragón;Admon.;976484547;;;Zaragoza;;;;;L, D;activo;ESTANDAR;12x5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148;Plaza Nuestra Señora del Pilar, 18 ;IASS Dir. Provincial Zaragoza;Admon.;976715600;;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1500;C/ Plaza Nuestra Señora del Pilar, 18 ;Juzgado Plaza del Pilar;Justicia;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1503;edif. Galoponte, 1-3;Audiencia de Z (C/ Coso);Justicia;976208000;976696325;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1504;C/ Nuevo Parque San Gregorio;Inst. Anatomico Forense (IMLA);Justicia;976208570;976696326;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1505;C/ Coso, 34;Juzgado C/ Coso;Justicia;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1506;C/ Doctor Fleming, 4, bajo;Juzgado C/ Dr. Fleming;Justicia;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1520;C/ Lagasca, 7;Juzgado Menores C/ Lagasca;Justicia;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1522;C/ Alfonso I, 17;Juzgado C/ Alfonso;Justicia;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1523;Avda. Ranillas, 89-97;Ciudad de la Justicia;Justicia;976208100;876767447;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1600;C/ Pedro Cerbuna, 12;Campus Universidad Zaragoza (San Francisco)(Matematicas);Externo;;;;Zaragoza;;;;;bien;activo;;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1602;C/ Diputados;Cortes de Aragon;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1603;Plaza Nuestra Señora del Pilar, 18;Ayto. Zaragoza;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1606;C/ María de Luna, 3 ;Centro Politécnico Superior;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1611;C/ Marìa Zambrano, 3;Esda Escuela Superior de Diseño de Aragón;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1616;C/ María Zambrano, 5;Escuela de Arte Zaragoza;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1617;Avda. Cesáreo Alierta , 120;Pabellón Príncipe Felipe;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2737;C/ Tauste s/n, (Barrio de la Llana);G.I. Virgen de la Oliva - Ejea de los Caballeros;C. Educa.;976661144;;;Zaragoza;;;;;duplicado con 0305;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1618;C/ Eduardo Ibarra, 6;Estadio de Fútbol la Romareda;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1619;Via Universitas, 4;Dirección General de Tráfico;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1630;C/ Maria de Luna, 11;CEEI ARAGON ;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1645;Avda. Pablo Ruiz Picasso, 63 A. 2º A;Aragón Exterior S.A.;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1646;Avda. Cesar Augusto, 25 Bjs.;Aeronáutica de los Pirineos S.A.;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2743;C/ José Pellicer 2;G.I. Santa Maria del Pilar - Zaragoza;C. Educa.;;;;Zaragoza;;;;;duplicado de 0376;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1647;C/ Madre Rafols , 2 Edif. Aida;ARAMON (EMPRESA PUBLICA DGA);Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1648;Plaza Aragon, 1. Principal;ARAMON Montañas de Aragón S.A.;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1649;C/ Virgen del Buen Acuerdo, 5.;ARAMON Montañas de Aragón S.A.;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1650;C/ Puerta Norte, 10. Planta Baja;ARAMON Montañas de Aragón S.A.;Externo;;;;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
